session_id,vehicle_id,station_id,start_time,end_time,energy_consumed_kWh,cost
32573,2,100,2023-11-29 23:45:00,2023-11-30 01:10:00,18.89,141.68
32574,366,375,2023-01-20 08:39:00,2023-01-20 10:08:00,21.75,163.12
32575,506,425,2023-04-06 14:16:00,2023-04-06 14:49:00,39.22,294.15
32576,374,152,2023-11-19 12:11:00,2023-11-19 13:01:00,33.57,251.78
32577,824,119,2023-03-08 15:03:00,2023-03-08 15:40:00,24.57,184.28
32578,586,85,2023-04-30 10:34:00,2023-04-30 11:41:00,28.65,214.88
32579,305,422,2023-08-23 15:10:00,2023-08-23 16:19:00,19.84,148.8
32580,200,145,2023-01-15 21:19:00,2023-01-15 22:02:00,27.38,205.35
32581,289,254,2023-10-16 13:23:00,2023-10-16 14:31:00,38.74,290.55
32582,275,402,2023-11-12 15:13:00,2023-11-12 16:08:00,18.85,141.38
32583,992,259,2023-11-28 05:33:00,2023-11-28 06:37:00,45.19,338.92
32584,811,228,2023-11-26 13:10:00,2023-11-26 14:31:00,37.48,281.1
32585,21,288,2023-05-22 13:29:00,2023-05-22 14:42:00,16.76,125.7
32586,589,50,2023-03-20 22:31:00,2023-03-21 00:01:00,34.24,256.8
32587,109,375,2023-02-28 17:40:00,2023-02-28 18:40:00,13.32,99.9
32588,988,301,2023-05-07 14:15:00,2023-05-07 14:59:00,11.61,87.07
32589,819,204,2023-08-01 12:32:00,2023-08-01 13:58:00,20.52,153.9
32590,279,112,2023-05-25 18:27:00,2023-05-25 19:44:00,31.59,236.93
32591,547,290,2023-04-27 02:16:00,2023-04-27 03:17:00,45.65,342.38
32592,64,307,2023-11-29 01:27:00,2023-11-29 02:38:00,49.44,370.8
32593,104,114,2023-01-15 20:58:00,2023-01-15 22:07:00,49.37,370.27
32594,534,138,2023-06-04 21:49:00,2023-06-04 22:49:00,41.73,312.97
32595,569,28,2023-08-08 02:31:00,2023-08-08 03:56:00,44.97,337.27
32596,284,100,2023-05-30 02:49:00,2023-05-30 03:53:00,42.11,315.82
32597,922,123,2023-05-06 15:10:00,2023-05-06 16:24:00,47.82,358.65
32598,482,272,2023-11-07 02:14:00,2023-11-07 03:02:00,33.1,248.25
32599,554,3,2023-03-20 06:52:00,2023-03-20 07:58:00,38.08,285.6
32600,316,408,2023-08-26 17:33:00,2023-08-26 18:35:00,29.4,220.5
32601,287,481,2023-08-17 08:14:00,2023-08-17 09:11:00,25.62,192.15
32602,779,385,2023-03-13 23:54:00,2023-03-14 01:16:00,47.18,353.85
32603,118,27,2023-03-02 19:15:00,2023-03-02 19:56:00,47.92,359.4
32604,171,223,2023-08-14 04:37:00,2023-08-14 05:43:00,23.64,177.3
32605,721,353,2023-07-27 02:22:00,2023-07-27 03:18:00,40.01,300.07
32606,468,162,2023-10-10 04:46:00,2023-10-10 06:01:00,11.95,89.62
32607,40,73,2023-01-07 16:54:00,2023-01-07 17:38:00,16.34,122.55
32608,722,477,2023-07-03 20:00:00,2023-07-03 20:39:00,38.9,291.75
32609,768,140,2023-03-07 23:04:00,2023-03-08 00:21:00,41.16,308.7
32610,275,11,2023-10-27 01:21:00,2023-10-27 02:17:00,46.91,351.82
32611,353,330,2023-11-26 06:11:00,2023-11-26 06:52:00,35.23,264.22
32612,252,155,2023-07-23 20:05:00,2023-07-23 20:37:00,11.93,89.47
32613,857,442,2023-02-07 02:08:00,2023-02-07 02:49:00,11.6,87.0
32614,835,64,2023-07-09 20:48:00,2023-07-09 21:53:00,33.36,250.2
32615,523,215,2023-05-17 04:46:00,2023-05-17 06:03:00,21.17,158.78
32616,962,13,2023-11-14 15:53:00,2023-11-14 17:00:00,34.98,262.35
32617,136,125,2023-10-26 06:14:00,2023-10-26 07:43:00,13.48,101.1
32618,605,54,2023-03-27 04:12:00,2023-03-27 05:11:00,19.68,147.6
32619,429,240,2023-02-07 16:02:00,2023-02-07 17:20:00,12.98,97.35
32620,20,283,2023-09-05 05:10:00,2023-09-05 06:18:00,29.0,217.5
32621,323,309,2023-08-24 17:16:00,2023-08-24 18:03:00,40.83,306.22
32622,421,19,2023-06-04 09:33:00,2023-06-04 10:24:00,45.67,342.53
32623,523,275,2023-02-14 23:43:00,2023-02-15 00:49:00,18.9,141.75
32624,751,23,2023-12-20 02:55:00,2023-12-20 03:55:00,26.43,198.22
32625,910,189,2023-07-14 08:41:00,2023-07-14 09:58:00,43.21,324.07
32626,93,432,2023-06-29 12:58:00,2023-06-29 13:56:00,35.71,267.82
32627,660,290,2023-07-25 22:18:00,2023-07-25 23:35:00,10.54,79.05
32628,493,241,2023-12-03 02:30:00,2023-12-03 03:57:00,34.34,257.55
32629,748,368,2023-01-08 05:38:00,2023-01-08 07:03:00,27.97,209.77
32630,699,259,2023-01-21 14:37:00,2023-01-21 15:14:00,12.63,94.73
32631,844,393,2023-06-19 03:17:00,2023-06-19 04:24:00,24.19,181.43
32632,184,173,2023-09-09 05:42:00,2023-09-09 06:20:00,10.49,78.67
32633,511,68,2023-03-16 09:44:00,2023-03-16 10:32:00,37.73,282.97
32634,665,484,2023-09-26 16:02:00,2023-09-26 16:32:00,14.76,110.7
32635,773,495,2023-03-06 02:57:00,2023-03-06 03:29:00,11.31,84.83
32636,588,438,2023-12-15 12:02:00,2023-12-15 13:25:00,48.88,366.6
32637,980,273,2023-04-30 09:35:00,2023-04-30 10:08:00,15.1,113.25
32638,296,5,2023-05-03 03:23:00,2023-05-03 04:31:00,14.59,109.42
32639,846,57,2023-01-02 11:55:00,2023-01-02 12:37:00,21.25,159.38
32640,61,451,2023-07-28 10:49:00,2023-07-28 11:24:00,41.54,311.55
32641,542,245,2023-05-14 21:49:00,2023-05-14 23:17:00,23.13,173.47
32642,168,495,2023-05-12 20:42:00,2023-05-12 21:27:00,26.98,202.35
32643,173,296,2023-02-22 16:40:00,2023-02-22 17:50:00,39.3,294.75
32644,907,473,2023-07-26 02:14:00,2023-07-26 03:44:00,24.52,183.9
32645,720,365,2023-09-22 16:07:00,2023-09-22 16:57:00,11.27,84.52
32646,19,230,2023-02-06 07:05:00,2023-02-06 08:19:00,17.08,128.1
32647,665,322,2023-11-27 01:13:00,2023-11-27 02:32:00,34.28,257.1
32648,688,460,2023-05-08 19:47:00,2023-05-08 20:42:00,32.13,240.98
32649,590,416,2023-06-27 03:03:00,2023-06-27 04:02:00,36.02,270.15
32650,683,220,2023-05-07 23:06:00,2023-05-08 00:15:00,11.67,87.53
32651,70,282,2023-07-31 16:03:00,2023-07-31 17:00:00,37.38,280.35
32652,95,310,2023-08-13 16:08:00,2023-08-13 17:27:00,25.8,193.5
32653,79,64,2023-09-16 14:45:00,2023-09-16 16:06:00,37.31,279.83
32654,145,228,2023-03-24 13:34:00,2023-03-24 14:07:00,46.49,348.68
32655,471,377,2023-03-15 06:57:00,2023-03-15 07:44:00,29.51,221.33
32656,219,353,2023-10-15 21:40:00,2023-10-15 22:11:00,12.04,90.3
32657,81,177,2023-11-24 14:13:00,2023-11-24 15:16:00,19.66,147.45
32658,558,121,2023-12-20 03:12:00,2023-12-20 04:07:00,28.31,212.32
32659,627,44,2023-10-18 15:38:00,2023-10-18 16:42:00,44.18,331.35
32660,939,396,2023-03-07 05:10:00,2023-03-07 06:25:00,26.91,201.82
32661,24,267,2023-03-24 09:11:00,2023-03-24 10:06:00,34.38,257.85
32662,797,16,2023-06-20 07:43:00,2023-06-20 08:36:00,32.14,241.05
32663,359,110,2023-08-01 13:03:00,2023-08-01 14:10:00,26.75,200.62
32664,583,464,2023-08-18 07:40:00,2023-08-18 08:21:00,42.76,320.7
32665,439,40,2023-01-22 10:18:00,2023-01-22 11:03:00,46.78,350.85
32666,30,211,2023-03-07 22:12:00,2023-03-07 23:24:00,32.04,240.3
32667,241,35,2023-02-13 16:42:00,2023-02-13 17:26:00,46.21,346.57
32668,956,200,2023-12-25 12:14:00,2023-12-25 12:55:00,33.28,249.6
32669,355,172,2023-02-13 09:12:00,2023-02-13 10:38:00,45.69,342.67
32670,960,73,2023-12-19 21:28:00,2023-12-19 22:16:00,20.85,156.38
32671,444,388,2023-06-22 14:22:00,2023-06-22 15:39:00,32.7,245.25
32672,541,359,2023-08-03 13:01:00,2023-08-03 14:23:00,15.32,114.9
32673,941,487,2023-07-28 08:55:00,2023-07-28 10:02:00,12.35,92.62
32674,672,46,2023-07-14 06:25:00,2023-07-14 07:12:00,44.71,335.32
32675,738,113,2023-05-28 15:16:00,2023-05-28 15:59:00,12.11,90.82
32676,696,472,2023-01-19 20:39:00,2023-01-19 22:02:00,42.5,318.75
32677,327,132,2023-11-24 12:00:00,2023-11-24 12:50:00,47.68,357.6
32678,257,76,2023-10-09 23:25:00,2023-10-09 23:57:00,20.4,153.0
32679,289,94,2023-05-17 11:58:00,2023-05-17 13:01:00,45.18,338.85
32680,233,264,2023-11-06 18:03:00,2023-11-06 19:09:00,31.53,236.48
32681,788,76,2023-02-13 03:00:00,2023-02-13 04:28:00,29.69,222.68
32682,5,472,2023-11-10 04:17:00,2023-11-10 05:33:00,26.92,201.9
32683,380,401,2023-02-19 13:35:00,2023-02-19 14:40:00,36.91,276.82
32684,599,305,2023-12-24 01:18:00,2023-12-24 02:40:00,11.68,87.6
32685,80,458,2023-08-24 13:04:00,2023-08-24 14:04:00,47.29,354.68
32686,881,406,2023-03-03 01:57:00,2023-03-03 02:47:00,29.09,218.18
32687,564,136,2023-02-26 21:26:00,2023-02-26 22:23:00,45.76,343.2
32688,25,329,2023-05-13 13:17:00,2023-05-13 14:45:00,24.86,186.45
32689,517,482,2023-05-09 03:40:00,2023-05-09 04:48:00,12.05,90.38
32690,363,270,2023-08-16 09:19:00,2023-08-16 10:35:00,13.07,98.03
32691,295,263,2023-12-24 20:35:00,2023-12-24 21:32:00,17.43,130.72
32692,896,440,2023-10-15 20:15:00,2023-10-15 21:22:00,12.55,94.12
32693,269,50,2023-10-20 13:27:00,2023-10-20 14:22:00,23.6,177.0
32694,192,69,2023-08-10 02:13:00,2023-08-10 03:24:00,14.43,108.22
32695,717,34,2023-10-03 09:25:00,2023-10-03 10:02:00,19.7,147.75
32696,873,306,2023-11-29 01:10:00,2023-11-29 02:01:00,10.35,77.62
32697,299,377,2023-11-01 13:52:00,2023-11-01 14:43:00,41.18,308.85
32698,752,346,2023-04-11 03:14:00,2023-04-11 03:46:00,14.45,108.38
32699,803,370,2023-09-01 14:34:00,2023-09-01 15:51:00,44.29,332.18
32700,42,137,2023-03-02 21:20:00,2023-03-02 22:17:00,19.14,143.55
32701,741,34,2023-05-13 17:02:00,2023-05-13 17:56:00,14.86,111.45
32702,763,339,2023-10-06 21:58:00,2023-10-06 22:28:00,33.17,248.78
32703,286,36,2023-02-09 15:02:00,2023-02-09 16:31:00,45.76,343.2
32704,535,313,2023-11-02 22:46:00,2023-11-02 23:16:00,46.91,351.82
32705,973,293,2023-02-21 15:07:00,2023-02-21 16:03:00,41.84,313.8
32706,547,128,2023-12-05 18:20:00,2023-12-05 18:51:00,20.88,156.6
32707,638,269,2023-02-26 12:31:00,2023-02-26 13:44:00,14.68,110.1
32708,357,38,2023-02-15 18:18:00,2023-02-15 19:47:00,38.66,289.95
32709,840,175,2023-06-19 23:53:00,2023-06-20 00:53:00,45.13,338.48
32710,289,308,2023-12-23 02:37:00,2023-12-23 03:18:00,44.08,330.6
32711,5,59,2023-12-16 18:21:00,2023-12-16 19:05:00,46.5,348.75
32712,803,60,2023-11-12 08:08:00,2023-11-12 08:51:00,37.89,284.18
32713,359,151,2023-08-22 23:24:00,2023-08-23 00:51:00,16.16,121.2
32714,265,259,2023-08-14 14:26:00,2023-08-14 15:35:00,16.84,126.3
32715,856,394,2023-09-25 16:31:00,2023-09-25 17:23:00,39.35,295.12
32716,728,324,2023-04-24 03:47:00,2023-04-24 04:44:00,49.58,371.85
32717,839,152,2023-06-30 12:43:00,2023-06-30 13:45:00,37.95,284.62
32718,765,72,2023-05-02 22:05:00,2023-05-02 23:04:00,40.44,303.3
32719,125,68,2023-07-11 19:50:00,2023-07-11 20:56:00,39.91,299.32
32720,920,475,2023-07-28 02:25:00,2023-07-28 03:09:00,25.52,191.4
32721,175,52,2023-02-19 22:47:00,2023-02-20 00:07:00,25.04,187.8
32722,571,339,2023-08-14 21:27:00,2023-08-14 22:46:00,32.13,240.98
32723,623,234,2023-01-23 05:48:00,2023-01-23 07:05:00,40.16,301.2
32724,545,101,2023-07-01 09:37:00,2023-07-01 10:27:00,45.62,342.15
32725,79,92,2023-01-14 21:05:00,2023-01-14 22:28:00,32.89,246.68
32726,243,203,2023-02-07 15:41:00,2023-02-07 16:11:00,28.52,213.9
32727,50,14,2023-06-04 01:14:00,2023-06-04 01:49:00,27.59,206.93
32728,210,128,2023-08-30 23:34:00,2023-08-31 01:01:00,36.62,274.65
32729,531,75,2023-07-23 17:00:00,2023-07-23 18:28:00,19.46,145.95
32730,965,318,2023-11-28 03:56:00,2023-11-28 05:25:00,36.73,275.47
32731,627,10,2023-01-13 10:50:00,2023-01-13 11:34:00,43.3,324.75
32732,60,220,2023-01-16 22:00:00,2023-01-16 23:23:00,23.28,174.6
32733,289,64,2023-03-27 00:12:00,2023-03-27 01:03:00,27.23,204.22
32734,536,120,2023-06-29 02:46:00,2023-06-29 03:53:00,44.49,333.68
32735,653,131,2023-07-27 16:24:00,2023-07-27 17:45:00,46.66,349.95
32736,516,303,2023-11-11 09:03:00,2023-11-11 10:00:00,12.0,90.0
32737,467,330,2023-10-21 21:22:00,2023-10-21 21:53:00,14.31,107.33
32738,340,92,2023-03-28 13:19:00,2023-03-28 14:15:00,36.11,270.82
32739,920,361,2023-03-27 10:35:00,2023-03-27 11:17:00,37.06,277.95
32740,648,251,2023-02-18 10:40:00,2023-02-18 11:53:00,11.02,82.65
32741,833,488,2023-08-28 01:39:00,2023-08-28 02:16:00,17.31,129.82
32742,457,70,2023-11-24 02:50:00,2023-11-24 03:52:00,23.6,177.0
32743,485,193,2023-08-20 05:21:00,2023-08-20 06:10:00,29.99,224.92
32744,564,78,2023-02-11 15:08:00,2023-02-11 16:06:00,49.93,374.48
32745,773,126,2023-03-04 07:32:00,2023-03-04 08:26:00,48.27,362.03
32746,713,297,2023-07-31 10:41:00,2023-07-31 11:56:00,47.91,359.32
32747,510,290,2023-08-31 12:47:00,2023-08-31 13:27:00,40.51,303.82
32748,440,104,2023-09-24 17:54:00,2023-09-24 18:55:00,19.22,144.15
32749,362,192,2023-12-11 08:27:00,2023-12-11 09:28:00,16.1,120.75
32750,189,432,2023-12-25 13:53:00,2023-12-25 15:09:00,13.94,104.55
32751,470,219,2023-04-04 17:03:00,2023-04-04 17:54:00,27.38,205.35
32752,910,126,2023-09-08 02:01:00,2023-09-08 02:41:00,38.01,285.07
32753,275,127,2023-11-30 22:04:00,2023-11-30 23:16:00,21.87,164.03
32754,556,377,2023-09-25 01:35:00,2023-09-25 02:50:00,26.37,197.78
32755,379,123,2023-12-25 14:31:00,2023-12-25 15:19:00,28.46,213.45
32756,883,329,2023-10-22 00:14:00,2023-10-22 01:08:00,44.77,335.78
32757,145,248,2023-02-02 22:14:00,2023-02-02 23:42:00,11.06,82.95
32758,547,148,2023-08-10 14:31:00,2023-08-10 15:42:00,13.79,103.42
32759,41,15,2023-03-29 17:54:00,2023-03-29 18:26:00,22.68,170.1
32760,226,471,2023-11-03 06:22:00,2023-11-03 07:30:00,27.77,208.28
32761,603,339,2023-09-14 15:40:00,2023-09-14 16:17:00,46.82,351.15
32762,448,10,2023-12-14 16:44:00,2023-12-14 17:51:00,29.01,217.58
32763,460,37,2023-02-13 08:23:00,2023-02-13 09:16:00,30.07,225.53
32764,400,325,2023-07-01 15:15:00,2023-07-01 16:16:00,44.29,332.18
32765,479,12,2023-06-28 23:48:00,2023-06-29 00:33:00,44.82,336.15
32766,32,417,2023-09-05 06:06:00,2023-09-05 07:21:00,49.03,367.73
32767,61,452,2023-05-02 03:34:00,2023-05-02 04:53:00,25.16,188.7
32768,20,34,2023-05-15 09:58:00,2023-05-15 11:20:00,36.63,274.73
32769,524,49,2023-08-24 22:33:00,2023-08-24 23:48:00,35.06,262.95
32770,117,315,2023-08-21 06:31:00,2023-08-21 07:19:00,43.19,323.92
32771,126,138,2023-01-08 13:10:00,2023-01-08 14:22:00,23.44,175.8
32772,901,370,2023-11-22 16:19:00,2023-11-22 17:17:00,33.96,254.7
32773,46,249,2023-11-16 02:59:00,2023-11-16 03:41:00,10.5,78.75
32774,936,377,2023-03-11 11:35:00,2023-03-11 12:35:00,10.57,79.28
32775,825,299,2023-09-30 04:03:00,2023-09-30 05:15:00,47.82,358.65
32776,558,19,2023-07-11 18:16:00,2023-07-11 19:11:00,12.65,94.88
32777,568,245,2023-12-19 18:21:00,2023-12-19 19:40:00,19.47,146.02
32778,353,427,2023-08-27 02:10:00,2023-08-27 02:52:00,22.97,172.27
32779,237,44,2023-02-26 00:40:00,2023-02-26 01:26:00,11.96,89.7
32780,55,72,2023-09-23 06:44:00,2023-09-23 08:09:00,43.83,328.72
32781,154,261,2023-07-03 19:20:00,2023-07-03 20:16:00,43.17,323.78
32782,151,297,2023-12-27 14:57:00,2023-12-27 16:16:00,11.24,84.3
32783,435,83,2023-10-01 09:27:00,2023-10-01 10:33:00,34.32,257.4
32784,516,25,2023-09-05 09:38:00,2023-09-05 11:00:00,14.65,109.88
32785,128,55,2023-10-14 01:26:00,2023-10-14 02:14:00,18.96,142.2
32786,9,417,2023-07-02 00:04:00,2023-07-02 00:42:00,26.65,199.88
32787,346,246,2023-07-19 00:13:00,2023-07-19 01:42:00,25.39,190.43
32788,993,367,2023-10-01 08:12:00,2023-10-01 08:50:00,25.18,188.85
32789,275,67,2023-08-10 02:48:00,2023-08-10 03:44:00,14.74,110.55
32790,899,15,2023-01-23 09:52:00,2023-01-23 10:45:00,47.59,356.93
32791,325,123,2023-04-24 02:37:00,2023-04-24 03:59:00,37.52,281.4
32792,574,450,2023-05-31 01:48:00,2023-05-31 02:21:00,10.23,76.73
32793,447,388,2023-09-13 23:38:00,2023-09-14 00:13:00,23.88,179.1
32794,406,136,2023-10-18 01:51:00,2023-10-18 03:00:00,16.03,120.23
32795,902,376,2023-09-25 12:53:00,2023-09-25 13:36:00,29.16,218.7
32796,516,495,2023-01-01 11:04:00,2023-01-01 12:07:00,35.68,267.6
32797,648,7,2023-01-16 10:06:00,2023-01-16 11:21:00,18.65,139.88
32798,120,257,2023-03-27 22:58:00,2023-03-28 00:05:00,10.26,76.95
32799,464,100,2023-10-10 19:48:00,2023-10-10 20:55:00,46.21,346.57
32800,399,455,2023-09-04 03:36:00,2023-09-04 04:33:00,24.39,182.93
32801,708,132,2023-03-15 23:49:00,2023-03-16 00:50:00,36.98,277.35
32802,754,205,2023-11-19 17:36:00,2023-11-19 18:07:00,42.15,316.12
32803,237,487,2023-05-26 14:26:00,2023-05-26 15:35:00,20.61,154.57
32804,42,480,2023-01-01 15:40:00,2023-01-01 17:06:00,20.11,150.82
32805,868,227,2023-02-22 00:05:00,2023-02-22 00:35:00,31.27,234.53
32806,147,182,2023-11-04 03:11:00,2023-11-04 04:34:00,27.89,209.18
32807,935,416,2023-07-23 10:58:00,2023-07-23 11:38:00,48.35,362.62
32808,936,225,2023-10-08 16:51:00,2023-10-08 17:26:00,29.03,217.73
32809,812,425,2023-08-11 04:02:00,2023-08-11 04:53:00,17.67,132.53
32810,417,242,2023-05-23 05:07:00,2023-05-23 05:57:00,39.76,298.2
32811,478,142,2023-12-21 12:54:00,2023-12-21 14:04:00,43.72,327.9
32812,651,315,2023-09-24 19:48:00,2023-09-24 20:22:00,49.72,372.9
32813,678,104,2023-09-18 23:32:00,2023-09-19 01:00:00,19.56,146.7
32814,44,203,2023-10-18 04:58:00,2023-10-18 06:10:00,38.67,290.03
32815,29,473,2023-12-03 22:29:00,2023-12-03 23:08:00,49.87,374.02
32816,250,199,2023-12-13 16:35:00,2023-12-13 17:15:00,40.23,301.72
32817,700,77,2023-07-05 05:57:00,2023-07-05 07:03:00,31.43,235.72
32818,7,47,2023-02-25 14:20:00,2023-02-25 15:01:00,13.43,100.72
32819,663,44,2023-11-06 19:17:00,2023-11-06 20:20:00,45.56,341.7
32820,646,369,2023-03-04 16:01:00,2023-03-04 17:27:00,37.27,279.53
32821,863,386,2023-09-21 12:29:00,2023-09-21 13:08:00,31.51,236.33
32822,282,22,2023-10-02 21:20:00,2023-10-02 22:23:00,38.74,290.55
32823,593,466,2023-04-04 23:41:00,2023-04-05 01:06:00,33.2,249.0
32824,885,47,2023-01-03 10:41:00,2023-01-03 12:10:00,25.98,194.85
32825,768,341,2023-11-20 02:25:00,2023-11-20 02:57:00,22.57,169.28
32826,408,21,2023-11-28 04:22:00,2023-11-28 05:48:00,45.39,340.43
32827,22,494,2023-03-09 16:18:00,2023-03-09 17:44:00,22.41,168.07
32828,448,452,2023-01-04 00:18:00,2023-01-04 01:15:00,14.39,107.93
32829,911,354,2023-10-19 14:42:00,2023-10-19 15:35:00,19.49,146.17
32830,585,274,2023-09-28 14:46:00,2023-09-28 15:19:00,33.84,253.8
32831,383,391,2023-06-17 16:13:00,2023-06-17 16:53:00,47.98,359.85
32832,697,302,2023-10-17 21:26:00,2023-10-17 22:25:00,41.8,313.5
32833,616,229,2023-03-14 13:33:00,2023-03-14 14:51:00,41.91,314.32
32834,94,22,2023-11-29 02:42:00,2023-11-29 03:30:00,23.29,174.67
32835,990,466,2023-01-24 06:27:00,2023-01-24 07:51:00,48.62,364.65
32836,222,395,2023-03-17 11:42:00,2023-03-17 13:06:00,43.19,323.92
32837,241,318,2023-01-02 22:43:00,2023-01-03 00:03:00,25.67,192.53
32838,317,262,2023-02-27 22:50:00,2023-02-27 23:57:00,20.35,152.62
32839,780,259,2023-03-21 09:50:00,2023-03-21 11:07:00,30.92,231.9
32840,245,197,2023-06-22 10:16:00,2023-06-22 11:41:00,13.42,100.65
32841,430,79,2023-08-26 12:05:00,2023-08-26 13:15:00,15.19,113.92
32842,634,374,2023-11-14 01:36:00,2023-11-14 02:22:00,11.93,89.47
32843,30,447,2023-11-18 20:28:00,2023-11-18 21:14:00,29.44,220.8
32844,715,1,2023-01-13 22:03:00,2023-01-13 22:56:00,14.67,110.03
32845,95,146,2023-06-27 12:56:00,2023-06-27 13:50:00,34.96,262.2
32846,502,113,2023-04-21 17:06:00,2023-04-21 17:48:00,37.47,281.02
32847,184,85,2023-09-14 07:10:00,2023-09-14 08:36:00,48.98,367.35
32848,99,303,2023-07-21 08:03:00,2023-07-21 09:25:00,48.39,362.93
32849,902,294,2023-05-02 19:26:00,2023-05-02 20:27:00,45.14,338.55
32850,203,359,2023-06-25 04:28:00,2023-06-25 05:02:00,28.76,215.7
32851,444,314,2023-12-21 20:04:00,2023-12-21 21:20:00,34.94,262.05
32852,42,322,2023-11-11 02:29:00,2023-11-11 03:50:00,26.75,200.62
32853,622,101,2023-09-25 13:06:00,2023-09-25 14:14:00,22.23,166.72
32854,181,361,2023-09-24 02:20:00,2023-09-24 03:47:00,44.42,333.15
32855,727,459,2023-01-20 10:05:00,2023-01-20 11:18:00,33.28,249.6
32856,721,411,2023-08-11 20:49:00,2023-08-11 21:49:00,11.62,87.15
32857,808,157,2023-04-08 03:32:00,2023-04-08 04:49:00,32.88,246.6
32858,56,68,2023-09-26 21:01:00,2023-09-26 22:20:00,47.98,359.85
32859,10,432,2023-11-15 17:15:00,2023-11-15 18:35:00,24.31,182.32
32860,942,294,2023-10-20 15:23:00,2023-10-20 16:05:00,45.52,341.4
32861,831,186,2023-01-30 19:06:00,2023-01-30 19:55:00,31.08,233.1
32862,472,153,2023-10-21 02:00:00,2023-10-21 02:55:00,21.38,160.35
32863,567,454,2023-01-25 01:46:00,2023-01-25 02:41:00,26.15,196.12
32864,680,454,2023-04-17 17:48:00,2023-04-17 19:15:00,19.14,143.55
32865,878,466,2023-12-01 17:22:00,2023-12-01 18:02:00,42.53,318.98
32866,637,71,2023-01-30 15:06:00,2023-01-30 15:55:00,34.57,259.27
32867,777,182,2023-09-27 02:09:00,2023-09-27 02:39:00,44.78,335.85
32868,421,462,2023-02-16 20:41:00,2023-02-16 22:07:00,11.57,86.78
32869,947,259,2023-11-03 02:51:00,2023-11-03 04:03:00,35.92,269.4
32870,880,203,2023-01-19 22:26:00,2023-01-19 23:39:00,24.35,182.62
32871,474,364,2023-08-09 03:16:00,2023-08-09 04:05:00,41.67,312.53
32872,678,432,2023-08-17 07:40:00,2023-08-17 08:11:00,17.53,131.48
32873,303,420,2023-02-26 02:33:00,2023-02-26 03:18:00,40.4,303.0
32874,354,34,2023-09-11 14:02:00,2023-09-11 15:16:00,20.47,153.52
32875,106,489,2023-11-09 01:14:00,2023-11-09 02:10:00,40.96,307.2
32876,743,162,2023-01-07 05:35:00,2023-01-07 06:15:00,14.84,111.3
32877,836,138,2023-05-26 06:43:00,2023-05-26 07:14:00,22.15,166.12
32878,169,182,2023-05-01 07:30:00,2023-05-01 08:30:00,25.46,190.95
32879,310,72,2023-11-02 10:46:00,2023-11-02 11:52:00,43.4,325.5
32880,89,425,2023-08-08 07:41:00,2023-08-08 08:15:00,28.0,210.0
32881,559,4,2023-11-29 08:21:00,2023-11-29 09:36:00,20.02,150.15
32882,605,196,2023-12-01 17:31:00,2023-12-01 19:00:00,34.76,260.7
32883,485,449,2023-09-27 03:20:00,2023-09-27 04:00:00,34.71,260.32
32884,969,366,2023-05-16 03:59:00,2023-05-16 05:05:00,38.92,291.9
32885,497,27,2023-06-27 01:20:00,2023-06-27 02:47:00,26.48,198.6
32886,498,86,2023-07-08 18:30:00,2023-07-08 19:02:00,18.5,138.75
32887,185,276,2023-12-03 07:33:00,2023-12-03 08:49:00,31.67,237.53
32888,549,260,2023-11-19 04:20:00,2023-11-19 05:12:00,38.15,286.12
32889,42,499,2023-12-06 09:11:00,2023-12-06 10:05:00,13.94,104.55
32890,945,426,2023-12-30 22:15:00,2023-12-30 23:39:00,21.84,163.8
32891,460,91,2023-03-11 10:41:00,2023-03-11 11:18:00,25.98,194.85
32892,650,229,2023-07-04 04:58:00,2023-07-04 06:18:00,28.75,215.62
32893,354,151,2023-09-22 12:37:00,2023-09-22 13:32:00,28.5,213.75
32894,224,293,2023-11-20 13:18:00,2023-11-20 13:50:00,38.87,291.52
32895,655,460,2023-04-24 17:22:00,2023-04-24 18:12:00,15.23,114.23
32896,387,440,2023-11-11 12:20:00,2023-11-11 13:15:00,21.82,163.65
32897,384,455,2023-02-07 05:46:00,2023-02-07 06:27:00,22.66,169.95
32898,779,302,2023-05-14 15:43:00,2023-05-14 16:33:00,17.17,128.78
32899,194,188,2023-03-28 21:34:00,2023-03-28 22:20:00,20.94,157.05
32900,260,268,2023-03-13 07:00:00,2023-03-13 08:26:00,29.81,223.57
32901,540,440,2023-10-30 10:04:00,2023-10-30 10:58:00,23.23,174.22
32902,805,418,2023-09-27 14:28:00,2023-09-27 15:31:00,47.07,353.02
32903,97,218,2023-12-12 22:11:00,2023-12-12 23:37:00,45.55,341.62
32904,461,112,2023-08-11 14:12:00,2023-08-11 15:33:00,37.14,278.55
32905,626,368,2023-08-03 16:10:00,2023-08-03 17:19:00,40.69,305.17
32906,186,393,2023-11-17 18:44:00,2023-11-17 20:08:00,42.63,319.73
32907,509,186,2023-01-19 23:47:00,2023-01-20 00:55:00,10.36,77.7
32908,612,87,2023-11-01 23:54:00,2023-11-02 00:29:00,30.23,226.72
32909,573,490,2023-12-05 23:03:00,2023-12-06 00:00:00,45.29,339.68
32910,624,171,2023-10-16 17:39:00,2023-10-16 18:33:00,16.54,124.05
32911,555,24,2023-05-11 20:34:00,2023-05-11 21:22:00,40.74,305.55
32912,716,286,2023-07-18 02:30:00,2023-07-18 03:55:00,40.22,301.65
